,name,desc,class,link
195,Embroidered Ankle Length Poly Blend Woven Womens Palazzo,"Natural, poly-blend, woven palazzos by Infuse. These pants are embroidered at the bottom so they peak through any long kurtas you may wear. It also has a thick waist band for a better fit and has a straight silhouette that tapers a bit at the bottom.", India  Palazzo  Poly Blend  Woven  Regular  Embroidered  Casual Wear  Ankle  Closure Type Elastic and Drawstring Waist Rise Mid Rise  Single,https://www.shoppersstop.com/infuse-embroidered-ankle-length-poly-blend-woven-womens-palazzo/p-A22INFLPZ2317/colorChange/A22INFLPZ2317_BEIGE?currentPosition=21&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D8&totalResultVal=14644&searchPageType=category
196,Embroidered Round Neck Viscose Blend Women's Kurta Pant Dupatta Set,"Yellow, viscose blend, 3-piece kurta set by Kashish. This intricately embroidered kurta comes with a matching dupatta and straight-leg pants. A perfect set for day-time events, the kurta also has a round-neck collar- making the silhouette unique. Each of the pieces of this set can also be styled individually.", Pack of 3  India  Embroidered  Set  3/4   Viscose Blend Neckline Round Neck  Calf   Festive Wear  A-Line  Woven Dupatta Yes,https://www.shoppersstop.com/kashish-embroidered-round-neck-viscose-blend-women-s-kurta-pant-dupatta-set/p-SS23KSSE81F/colorChange/SS23KSSE81F_LIME_GREEN?currentPosition=22&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D8&totalResultVal=14644&searchPageType=category
197,Embroidered Flared Fit Cotton Women's Casual Wear Palazzo,Leave others in awe of your dress sense by pairing embroidered palazzos with straight-fit kurta from Stop. Finish the look with strappy sandals and a statement bag., India  Palazzo  Cotton  Woven  Regular  Embroidered Silouhette Flare  Casual Wear Bottom Type Palazzo  Full ,https://www.shoppersstop.com/stop-embroidered-flared-fit-cotton-women-s-casual-wear-palazzo/p-S21STSFPZ26F/colorChange/S21STSFPZ26F_MAROON?currentPosition=23&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D8&totalResultVal=14644&searchPageType=category
198,Printed Mandarin Collar Straight Fit Women's Kurta,Stop Knee  Printed Straight Kurta With 3/4Th  And Mandarin Collar For Casual Wear, India  Kurtas  Cotton  Woven Silouhette Straight Neckline Mandarin  Casual Wear  3/4   Knee   Regular  Printed Design Floral,https://www.shoppersstop.com/stop-printed-mandarin-collar-straight-fit-women-s-kurta/p-A21STEPP19/colorChange/A21STEPP19_MUSTARD?currentPosition=24&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D8&totalResultVal=14644&searchPageType=category
199,Embroidered Viscose Blend Round Neck Womens Festive Wear Kurta,"Navy blue, viscose blend, embroidered kurta by Kashish. This round-neck kurta features intricate embroidery at the bodice and has elbow-length sleeves. It pairs well with a matching colour bottom, white, or even other dark-toned colours.", Single Sleeve Style 3/4   India  Kurtas  Viscose Blend  Woven Neckline Round Neck  Festive Wear  3/4   Calf   Straight  Embroidered,https://www.shoppersstop.com/kashish-embroidered-viscose-blend-round-neck-womens-festive-wear-kurta/p-SS23KSKU20FB/colorChange/SS23KSKU20FB_NAVY?currentPosition=25&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D8&totalResultVal=14644&searchPageType=category
200,Printed Flex Mandarin Women's Casual Wear Kurta,"This lovely floral-printed kurta from Stop will spruce up your ethnic look. Stay comfortable all day long in this kurta crafted from flex fabric. The mandarin collar, three-quarter sleeves, and A-line fit will give you a flattering and refined look. Team this kurta with your favorite bottom wear and some silver jewelry for casual events and home functions.", Single  India  Kurtas  Flex  Woven Neckline Mandarin  Casual Wear  3/4   Long  A Line Collar Mandarin Collar  Printed,https://www.shoppersstop.com/stop-printed-flex-mandarin-women-s-casual-wear-kurta/p-AW22STKUFS36/colorChange/AW22STKUFS36_GREEN?currentPosition=1&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D9&totalResultVal=14644&searchPageType=category
201,Solid Chanderi Women's Ankle Length Palazzo,"Become the centre of attention during festivals by wearing this gorgeous maxi dress by Infuse. It has a sage green base tone with floral prints all over the dress, and you can add a layer of sophistication by pairing it with block heels.", India  Palazzo  Chanderi  Regular  Solid  Casual Wear  Ankle  Closure Type Elastic and Drawstring Waist Rise Mid Rise Wash Machine Wash,https://www.shoppersstop.com/infuse-solid-chanderi-women-s-ankle-length-palazzo/p-A21INPSTPZ11/colorChange/A21INPSTPZ11_PEACH?currentPosition=2&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D9&totalResultVal=14644&searchPageType=category
202,Embroidered Round Neck Viscose Blend Women's Kurta Pant Dupatta Set,"This elegant kurta trousers and dupatta set for women from Kashish in a lovely hue is about style, simplicity, and ease. The kurta has a round neck and three-quarter sleeves. Expertly crafted with viscose blend fabric, it features a brilliant embroidery design that makes it the best outfit for work or any weekend outing.", Pack of 3  India  Embroidered  Kurta Trouser Dupatta Set  3/4   Viscose Blend Neckline Round Neck  Calf   Festive Wear  Straight  Woven Dupatta Yes,https://www.shoppersstop.com/kashish-embroidered-round-neck-viscose-blend-women-s-kurta-pant-dupatta-set/p-AW22KSSE117F/colorChange/AW22KSSE117F_TEAL?currentPosition=3&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D9&totalResultVal=14644&searchPageType=category
203,Printed Mandarin Collar Straight Fit Women's Kurta,Stop Knee  Printed Straight Kurta With 3/4Th  And Mandarin Collar For Casual Wear, India  Kurtas  Cotton  Woven Silouhette Straight Neckline Mandarin  Casual Wear  3/4   Knee   Slim  Unisex  Printed,https://www.shoppersstop.com/stop-printed-mandarin-collar-straight-fit-women-s-kurta/p-A21STEPP27/colorChange/A21STEPP27_PEACH?currentPosition=4&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D9&totalResultVal=14644&searchPageType=category
204,Printed Rayon Round Neck Women's Casual Kurta,"Myshka comes with its trendy dynamic fitting women Kurta. Made of Premium fabric, these Kurta provided comfort during normal and low temperatures and also will help you stay relaxed all day long. The product material is also sure to keep you comfortable. Look classy and stylish in this piece and revel in the comfort of the fabric. This Kurta is comfortable to wear and will make you look stunning. Made of Premium fabric, these Kurtas provided comfort during normal and low temperatures and also will help you stay relaxed all day long", Single Closure Type Drawstring Wash Mid Wash  India  Kurtas  Rayon  Knit Neckline Round Neck  Casual Wear  3/4   Regular Dupatta No  Regular  Women Collar Regular Collar  Printed,https://www.shoppersstop.com/myshka-printed-rayon-round-neck-women-s-casual-kurta/p-MSKRT359/colorChange/MSKRT359_PINK?currentPosition=5&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D9&totalResultVal=14644&searchPageType=category
205,Embroidered Mandarin Viscose Blend Women's Kurta Trouser Dupatta Set,"Glam up this festive season in this kurta, trousers, and dupatta set for women from Kashish in a soft and lightweight viscose blend. The exquisite embroidery, mandarin collar, and three-quarter sleeves of the kurta add to the beauty of the clothing.", Pack of 3  India  Embroidered  Kurta Trouser Dupatta Set  3/4   Viscose Blend Neckline Mandarin  Calf   Festive Wear  Straight  Woven Dupatta Yes,https://www.shoppersstop.com/kashish-embroidered-mandarin-viscose-blend-women-s-kurta-trouser-dupatta-set/p-AW22KSSE13F/colorChange/AW22KSSE13F_GREY?currentPosition=6&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D9&totalResultVal=14644&searchPageType=category
206,Solid V Neck Regular Women's Tunics & Tops,Haute Curry Hip  Solid Tunics & Tops With Short  For Casual Wear, India  Solid  Tunic  Cotton  Woven Silouhette Regular Neckline V Neck  Casual Wear  Short   Women,https://www.shoppersstop.com/haute-curry-solid-v-neck-regular-women-s-tunics-tops/p-AW21HCKT109F/colorChange/AW21HCKT109F_NAVY?currentPosition=7&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D9&totalResultVal=14644&searchPageType=category
207,Solid Flex V Neck Women's Straight Fit Kurta,Stop Full  Printed Flared Palazzo For All s, India  Kurta  Flex  Woven Silouhette Straight  Neckline V Neck  Casual Wear  3/4   Calf   Straight  Solid,https://www.shoppersstop.com/stop-solid-flex-v-neck-women-s-straight-fit-kurta/p-A21STEPPS06/colorChange/A21STEPPS06_TEAL?currentPosition=8&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D9&totalResultVal=14644&searchPageType=category
208,Embroidered Rayon Round Neck Women's Regular Tunic,Stop Short  Embroidered Regular Tunic With 3/4Th  And Regular Neck For Casual Wear, India  Tunic  Rayon  Woven Silouhette Regular Neckline Round Neck  Casual Wear  3/4   Mid Thigh  Women  Embroidered,https://www.shoppersstop.com/stop-embroidered-rayon-round-neck-women-s-regular-tunic/p-A21STSK21/colorChange/A21STSK21_MUSTARD?currentPosition=9&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D9&totalResultVal=14644&searchPageType=category
209,Printed Round Neck Womens Kurta Palazzo Set,., Single  India  Printed Wash Light Wash  Kurta Palazzo Set Neckline Round Neck  Regular  Casual Wear  Regular  Knit Dupatta No  Women Collar Regular Collar Hemline Flare Pockets No Pocket Waist Rise Mid Rise Closure Type Drawstring,https://www.shoppersstop.com/myshka-printed-round-neck-womens-kurta-palazzo-set/p-MSDRS887/colorChange/MSDRS887_GREEN?currentPosition=10&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D9&totalResultVal=14644&searchPageType=category
210,Printed Mandarin Collar Straight Fit Women's Kurta,Stop Knee  Printed Straight Kurta With 3/4Th  And Mandarin Collar For Casual Wear, India  Kurtas  Rayon  Woven Silouhette Straight Neckline Mandarin  Casual Wear  3/4   Knee   Regular  Printed,https://www.shoppersstop.com/stop-printed-mandarin-collar-straight-fit-women-s-kurta/p-A21STEPPR07/colorChange/A21STEPPR07_LIGHT_BLUE?currentPosition=11&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D9&totalResultVal=14644&searchPageType=category
211,Printed Mandarin Collar Straight Fit Women's Kurta,Stop Knee  Printed Straight Kurta With 3/4Th  And Mandarin Collar For Casual Wear, India  Kurtas  Cotton  Woven Silouhette Straight Neckline Mandarin  Casual Wear  3/4   Knee   Regular  Men  Printed,https://www.shoppersstop.com/stop-printed-mandarin-collar-straight-fit-women-s-kurta/p-A21STEPP31/colorChange/A21STEPP31_ORANGE?currentPosition=12&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D9&totalResultVal=14644&searchPageType=category
212,Printed Modal Round Neck Women's Top,"Build your casual wardrobe with this classic modal kaftan top from Infuse. Featuring a round neck, elbow sleeves, and printed pattern, this kaftan top boasts exclusive appeal. Create a sophisticated style by teaming this kaftan top with a pair of jeans and strappy sandals.", India  Printed  Tops  Modal Neckline Round Neck  Casual Wear  Half   Regular,https://www.shoppersstop.com/infuse-printed-modal-round-neck-women-s-top/p-S22INEKF1477/colorChange/S22INEKF1477_RED?currentPosition=13&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D9&totalResultVal=14644&searchPageType=category
213,Solid V Neck Regular Women's Tunics & Tops,Haute Curry Hip  Solid Tunics & Tops With Short  For Casual Wear, India  Solid  Tunic  Cotton  Woven Silouhette Regular Neckline V Neck  Casual Wear  Short   Women,https://www.shoppersstop.com/haute-curry-solid-v-neck-regular-women-s-tunics-tops/p-AW21HCKT101F/colorChange/AW21HCKT101F_OLIVE?currentPosition=14&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D9&totalResultVal=14644&searchPageType=category
214,Embroidered Crepe Round Neck Women's Regular Tunic,Haute Curry Short Embroidered Regular Tunics With Roll-Up  For Casual Wear, India  Embroidered  Tunic  Crepe  Woven Silouhette Regular Neckline Round Neck  Casual Wear  Roll-Up   Short  Regular Collar Regular  Women,https://www.shoppersstop.com/haute-curry-embroidered-crepe-round-neck-women-s-regular-tunic/p-S21HCBT02F/colorChange/S21HCBT02F_GREEN?currentPosition=15&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D9&totalResultVal=14644&searchPageType=category
215,Embroidered Mandarin Viscose Blend Women's Kurta Pant Dupatta Set,"Cream, embroidered viscose blend kurta by U R You. This kurta has a mandarin collar,and intricate embroidery on the fabric. It also has 3/4th sleeves and is perfect for everyday wear.", Pack of 3  India  Embroidered  Set  3/4   Viscose Blend Neckline Mandarin  Calf   Festive Wear  A-Line  Woven Dupatta Yes,https://www.shoppersstop.com/kashish-embroidered-mandarin-viscose-blend-women-s-kurta-pant-dupatta-set/p-SS23KSSE60F/colorChange/SS23KSSE60F_CREAM?currentPosition=16&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D9&totalResultVal=14644&searchPageType=category
216,Printed Round Neck Flared Women's Kurta,., India  Kurta  100% Rayaon  Woven Silouhette Flare Neckline Round Neck  Casual Wear  3/4th  Dupatta No  Printed,https://www.shoppersstop.com/biba-printed-round-neck-flared-women-s-kurta/p-S228153/colorChange/S228153_INDIGO?currentPosition=17&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D9&totalResultVal=14644&searchPageType=category
217,Embroidered V Neck A-Line Fit Women's Kurta,Kashish Calf  Embroidered A-Line Festive Kurta With 3/4Th , India  Kurta  Viscose Blend  Woven Silouhette A-Line Neckline V Neck  Festive Wear  3/4th   Calf   A-Line  Women  Embroidered Age Design Abstract Volume 280 Ml,https://www.shoppersstop.com/kashish-embroidered-v-neck-a-line-fit-women-s-kurta/p-A21KSKU176F/colorChange/A21KSKU176F_FUSCHIA?currentPosition=18&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D9&totalResultVal=14644&searchPageType=category
218,Printed Flex Mandarin Women's Casual Wear Kurta,"Boost your styling confidence with this casual kurta for women from Stop with a mandarin collar and buttoned placket. The three-quarter sleeves and calf length offer a classic look. Tailored to perfection from rayon in an A-line fit, it features a floral printed design that looks good with any blue jeans.", Single  India  Kurtas  Flex  Woven Neckline Mandarin  Casual Wear  3/4   Calf   A Line Collar Mandarin Collar  Printed,https://www.shoppersstop.com/stop-printed-flex-mandarin-women-s-casual-wear-kurta/p-AW22STKUFS179/colorChange/AW22STKUFS179_BLUE?currentPosition=19&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D9&totalResultVal=14644&searchPageType=category
219,Printed Cotton Mandarin Women's Casual Wear Kurta,"Be graceful and charming in this beautifully printed women's kurta from Stop. It is crafted out of cotton and will keep you comfortable all day. The flared fit, mandarin collar, three-quarter sleeves, and calf-length add to the kurta's feminine appeal. Combine it with leggings for a casual day out or family events.", India  Kurtas  Cotton Neckline Mandarin  Casual Wear  3/4   Calf   Flare Collar Mandarin Collar  Printed,https://www.shoppersstop.com/stop-printed-cotton-mandarin-women-s-casual-wear-kurta/p-AW22STKUFS75/colorChange/AW22STKUFS75_YELLOW?currentPosition=20&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D9&totalResultVal=14644&searchPageType=category
220,Printed Round Neck Cotton Flex Women's Gather Dress,All Over Print Ankle  Gather Dress With Flair , India  Dress  Cotton Flex Neckline Round Neck  Casual Wear  3/4   Printed  Full   Woven,https://www.shoppersstop.com/infuse-printed-round-neck-cotton-flex-women-s-gather-dress/p-A21INGD2136F/colorChange/A21INGD2136F_GREEN?currentPosition=21&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D9&totalResultVal=14644&searchPageType=category
221,Printed V Neck Cotton Blend Women's Midi Dress,., Single  India  Midi Dress  Cotton Blend Neckline V Neck  Casual Wear  3/4   Regular  Printed  Calf   Woven,https://www.shoppersstop.com/haute-curry-printed-v-neck-cotton-blend-women-s-midi-dress/p-SS23HCDR23130/colorChange/SS23HCDR23130_RUST?currentPosition=22&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D9&totalResultVal=14644&searchPageType=category
222,Embroidered Poly Blend Round Neck Women's Kurta,"Purple jacquard straight kurta with embroidered yoke, kurta has round neck and three quarter sleeves",Pockets No Pocket  Single  India  Kurtas  Poly Blend  Woven Neckline Round Neck  Casual Wear  3/4  Dupatta No  Regular  Embroidered,https://www.shoppersstop.com/varanga-embroidered-poly-blend-round-neck-women-s-kurta/p-ICVKUR452/colorChange/ICVKUR452_PURPLE?currentPosition=23&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D9&totalResultVal=14644&searchPageType=category
223,Embroidered Mandarin Viscose Blend Women's Kurta Palazzo Dupatta Set,Put on this gorgeous printed mandarin neck kurta palazzo dupatta set from Kashish to give your outfit a vivid touch. This lovely ensemble is ideal for your daytime excursions., Pack of 3  India  Embroidered  Kurta Palazzo Dupatta Set  3/4   Viscose Blend Neckline Mandarin  Calf   Festive Wear  Straight  Woven Dupatta Yes  Men,https://www.shoppersstop.com/kashish-embroidered-mandarin-viscose-blend-women-s-kurta-palazzo-dupatta-set/p-AW22KSSE121F/colorChange/AW22KSSE121F_BLUE?currentPosition=24&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D9&totalResultVal=14644&searchPageType=category
224,Round Neck Georgette Flared Women's Lehenga Choli Set,Juniper Olive Georgette Printed Lehenga Choli With Shantoon Lining -,Sleeve Style Balloon   India  Printed Top Hemline Flare Wash Mid Wash  Lehenga Choli Set  Full   Georgette Neckline Mandarin Silouhette Flare  Full   Festive Wear Type of work Gotta Patti  Regular  Woven Dupatta No  Women Collar Mandarin Collar Waist Rise Mid Rise,https://www.shoppersstop.com/juniper-round-neck-georgette-flared-women-s-lehenga-choli-set/p-A212636O/colorChange/A212636O_OLIVE?currentPosition=25&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D9&totalResultVal=14644&searchPageType=category
225,Embroidered Mandarin Viscose Blend Women's Kurta Dupatta Set,You can never go wrong adding this gorgeous bright-hued festive-wear kurta palazzo dupatta set for women from Kashish with charming yoke embroidery. The tiered palazzo gives a special look to this stunning set., Pack of 3  India  Embroidered  Kurta Palazzo Dupatta Set  3/4   Viscose Blend Neckline Mandarin  Full   Festive Wear  Flare  Woven Dupatta Yes,https://www.shoppersstop.com/kashish-embroidered-mandarin-viscose-blend-women-s-kurta-dupatta-set/p-AW22KSSE73F/colorChange/AW22KSSE73F_YELLOW?currentPosition=1&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D10&totalResultVal=14644&searchPageType=category
226,Printed Rayon Mandarin Womens Casual Wear Kurta,"Indigo, printed, rayon kurta by Stop. This kurta has a mandarin collar, 3/4th sleeves, button-down detailing from the neckline, and knee-length. This kurta is perfect for casual wear and pairs well with earthy-toned pants.", Single  India  Kurtas  Rayon  Woven Neckline Mandarin  Casual Wear  3/4   Knee   Straight Collar Mandarin Collar  Printed Age,https://www.shoppersstop.com/stop-printed-rayon-mandarin-womens-casual-wear-kurta/p-S23STEPP73/colorChange/S23STEPP73_INDIGO?currentPosition=2&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D10&totalResultVal=14644&searchPageType=category
227,Printed Silk Blend Calf Length Women's Straight Fit Kurta,Juniper Maroon Modal Chanderi Printed Straight Kurta -,Sleeve Style Designer   India  Kurta  Modal  Woven Type of work Printed Silouhette Straight  Neckline Round Neck  Festive Wear  3/4th   Straight  Women  Printed Hemline Straight,https://www.shoppersstop.com/juniper-printed-silk-blend-calf-length-women-s-straight-fit-kurta/p-A212612M/colorChange/A212612M_MAROON?currentPosition=3&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D10&totalResultVal=14644&searchPageType=category
228,Embroidered Mandarian Collar A-Line Fit Women's Kurta,Kashish Calf  Embroidered A-Line Festive Kurta With 3/4Th , India  Kurta  Viscose Blend  Woven Silouhette A-Line Neckline Mandarian Collar  Festive Wear  3/4th   Calf   A-Line  Women  Embroidered,https://www.shoppersstop.com/kashish-embroidered-mandarian-collar-a-line-fit-women-s-kurta/p-AW21KSKU060F/colorChange/AW21KSKU060F_GREY?currentPosition=4&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D10&totalResultVal=14644&searchPageType=category
229,Embroidered Round Neck Viscose Blend Women's Kurta Pant Dupatta Set,"Blue, viscose blend, 3-piece kurta set by Kashish. This intricately embroidered kurta comes with a matching dupatta and straight-leg pants. A perfect set for day-time events, the kurta also has a round-neck collar- making the silhouette unique. Each of the pieces of this set can also be styled individually.", Pack of 3  India  Embroidered  Set  3/4   Viscose Blend Neckline Round Neck  Calf   Festive Wear  Flare  Woven Dupatta Yes,https://www.shoppersstop.com/kashish-embroidered-round-neck-viscose-blend-women-s-kurta-pant-dupatta-set/p-SS23KSSE76F/colorChange/SS23KSSE76F_GREEN?currentPosition=5&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D10&totalResultVal=14644&searchPageType=category
230,Floral Round Neck Regular Fit Women's Tunic,"Taking the bright colours of summer and nature, Infuse inspires the Women of style and substance to experiment with a range of colours. Creates an absolute high look by wearing this floral print with killer ballerinas and jeans for a perfect brunch look.", India  Floral  Tunic  Cotton Blend  Woven Neckline Round Neck  Casual Wear  3/4   Short  Regular,https://www.shoppersstop.com/infuse-floral-round-neck-regular-fit-women-s-tunic/p-S22INET005/colorChange/S22INET005_YELLOW?currentPosition=6&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D10&totalResultVal=14644&searchPageType=category
231,Solid Rayon Straight Fit Women's Kurta Palazzo Dupatta Set,., India  Solid  Kurta Palazzo Dupatta Set  3/4   Rayon  Regular  Casual Wear  Straight  Woven  Women,https://www.shoppersstop.com/biba-solid-rayon-straight-fit-women-s-kurta-palazzo-dupatta-set/p-AW22BI8157A/colorChange/AW22BI8157A_BLACK?currentPosition=7&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D10&totalResultVal=14644&searchPageType=category
232,Ethnic Motifs Mandarin Collar Straight Fit Women's Kurta Dupatta Set,Juniper Wine Rayon Placement Foil Print Straight Kurta with Katan Viscose Dupatta & Hair-band,Sleeve Style Flared   India  Printed Wash Mid Wash  Kurta Dupatta Set  3/4th   Rayon Neckline Mandarin  Ankle   Festive Wear  Straight  Woven Dupatta Yes Collar Mandarin Collar Hemline Straight Pockets No Pocket Waist Rise Mid Rise Closure Type Elastic and Drawstring,https://www.shoppersstop.com/juniper-ethnic-motifs-mandarin-collar-straight-fit-women-s-kurta-dupatta-set/p-S21JUNI2320B/colorChange/S21JUNI2320B_WINE?currentPosition=8&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D10&totalResultVal=14644&searchPageType=category
233,Embroidered Mandarin Viscose Blend Women's Kurta Palazzo Dupatta Set,"Perfect for any festive occasion, this kurta, palazzo and dupatta set from the house of Kashish comes with a mandarin neck and button-down detailing. It also features beautiful contrast floral embroidery on the front. Included in this set are a sheer contrast color dupatta and elasticated palazzo pants.", Pack of 3  India  Embroidered  Kurta Palazzo Dupatta Set  3/4   Viscose Blend Neckline Mandarin  Calf   Festive Wear  A Line  Woven Dupatta Yes,https://www.shoppersstop.com/kashish-embroidered-mandarin-viscose-blend-women-s-kurta-palazzo-dupatta-set/p-SS22KSSE66F/colorChange/SS22KSSE66F_GREY?currentPosition=9&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D10&totalResultVal=14644&searchPageType=category
234,Printed Rayon Mandarin Women's High Low Tunic,Printed High Low Top With Mandarin Collor And Roll Up , India  Printed  Tunic  Rayon  Woven Neckline Mandarin  Casual Wear  Roll Up   Short   Women,https://www.shoppersstop.com/infuse-printed-rayon-mandarin-women-s-high-low-tunic/p-A21INTU2105F/colorChange/A21INTU2105F_OFF_WHITE?currentPosition=10&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D10&totalResultVal=14644&searchPageType=category
235,Printed Rayon Round Neck Women's Kurta,Featuring the white printed pattern kurta from Infuse and graceful multicolour floral prints. This kurta looks elegant for your ethnic wear outfits and your indo-western looks. Perfect for pairing with white palazzos or cream cigarette pants., India  Kurtas  Rayon  Woven Neckline Round Neck  Casual Wear  3/4   Regular  Printed,https://www.shoppersstop.com/infuse-printed-rayon-round-neck-women-s-kurta/p-S22INKU347/colorChange/S22INKU347_WHITE?currentPosition=11&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D10&totalResultVal=14644&searchPageType=category
236,Embroidered Mandarin Viscose Blend Women's Kurta Trouser Dupatta Set,"Put on this stunning kurta, pants, and dupatta combination by Kashish to turn all the heads. The kurta has 3/4 embroidered sleeves and a mandarin embroidered neckline with a slit. The waistline of the trousers is elasticized, and it also has a sheer dupatta with exquisite lace trimming.", Pack of 3  India  Embroidered  Kurta Trouser Dupatta Set  3/4   Viscose Blend Neckline Mandarin  Calf   Festive Wear  A Line  Woven Dupatta Yes,https://www.shoppersstop.com/kashish-embroidered-mandarin-viscose-blend-women-s-kurta-trouser-dupatta-set/p-AW22KSSE122F/colorChange/AW22KSSE122F_OFF_WHITE?currentPosition=12&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D10&totalResultVal=14644&searchPageType=category
237,Printed Rayon Round Neck Women's Fusion Wear Kurti,., 1 Sleeve Style Cuff   India  Printed  Kurti  Rayon  Woven Neckline Round Neck  Fusion Wear  3/4   Mid Thigh Dupatta No  Regular,https://www.shoppersstop.com/intune-printed-rayon-round-neck-women-s-fusion-wear-kurti/p-S23I-INSKUK103/colorChange/S23I-INSKUK103_INDIGO?currentPosition=13&searchQueryUrl=https%3A%2F%2Fwww.shoppersstop.com%2Fwomen-indianwear%2Fc-A2010%3Fpage%3D10&totalResultVal=14644&searchPageType=category
